neighbourhood,room_type,calculated_host_listings_count,availability_365,distance_to_center,price
6.0,0.0,3.0,57.0,8.063562998976442,59
9.0,0.0,1.0,0.0,5.013026606021916,75
21.0,0.0,2.0,158.0,7.862459960002412,49
49.0,0.0,1.0,11.0,6.906188475214512,50
6.0,0.0,2.0,178.0,9.572503310378357,65
22.0,1.0,1.0,0.0,14.321735023296489,120
12.0,0.0,2.0,226.0,5.450839315292916,90
22.0,0.0,1.0,4.0,13.30018279260253,45
5.0,1.0,1.0,107.0,1.4475156314883915,150
28.0,1.0,1.0,0.0,3.3354991200420665,95
21.0,1.0,2.0,0.0,7.92218212311215,125
211.0,1.0,3.0,365.0,19.142865823540745,800
12.0,1.0,1.0,0.0,5.155208092422306,250
2.0,0.0,1.0,0.0,7.136232753816306,90
12.0,1.0,1.0,44.0,5.765508108197961,110
14.0,1.0,3.0,264.0,1.9263520657973774,349
7.0,0.0,1.0,0.0,0.6991786643978536,75
23.0,1.0,1.0,0.0,5.052223965808637,250
4.0,1.0,1.0,0.0,6.03194603353681,100
4.0,0.0,1.0,0.0,4.677190904402394,73
182.0,0.0,2.0,361.0,13.680552758555015,30
34.0,1.0,1.0,0.0,8.824203386339567,135
12.0,0.0,1.0,0.0,6.028560342630731,45
49.0,0.0,2.0,229.0,6.710863975715983,40
29.0,0.0,1.0,309.0,9.011541554283623,40
13.0,1.0,1.0,0.0,7.500436273067492,250
22.0,0.0,1.0,0.0,12.66567079778705,42
53.0,1.0,1.0,0.0,4.421786500585177,140
1.0,0.0,1.0,365.0,1.2738093748758805,799
28.0,1.0,1.0,0.0,1.7790211342611553,200
30.0,1.0,1.0,0.0,11.128524329195379,150
1.0,0.0,1.0,349.0,1.050769628756826,375
22.0,1.0,1.0,0.0,11.880995229667764,80
7.0,1.0,1.0,129.0,1.1275507319549953,399
43.0,1.0,1.0,343.0,5.757953345395494,110
1.0,1.0,1.0,126.0,1.3702302521967202,110
39.0,0.0,1.0,0.0,5.706815766456844,52
42.0,0.0,1.0,123.0,9.414133194063742,45
23.0,0.0,1.0,0.0,3.89916764142229,75
21.0,0.0,3.0,3.0,8.01530751156016,25
1.0,0.0,1.0,317.0,0.9260001583419563,300
6.0,0.0,1.0,0.0,8.97067169020884,40
1.0,1.0,1.0,189.0,0.9894414636977018,219
126.0,0.0,4.0,233.0,7.880571195641231,50
43.0,1.0,1.0,0.0,6.139129575371,275
12.0,1.0,1.0,249.0,5.449445475866404,183
24.0,1.0,1.0,0.0,10.918969085441704,80
121.0,1.0,1.0,120.0,10.525211433060907,135
21.0,0.0,1.0,0.0,7.88513952416915,55
8.0,2.0,1.0,350.0,5.201200754174641,77
129.0,0.0,1.0,288.0,12.552596571797459,50
1.0,1.0,1.0,207.0,0.8743576925673449,145
6.0,0.0,1.0,311.0,9.388548945880673,55
100.0,1.0,1.0,30.0,15.398061692990863,60
37.0,0.0,1.0,207.0,15.062171884492937,42
9.0,1.0,1.0,157.0,4.582284359512531,200
2.0,0.0,1.0,11.0,7.128463989823378,55
2.0,0.0,2.0,76.0,8.273206085591225,55
21.0,0.0,1.0,187.0,9.945617002091518,63
21.0,0.0,1.0,4.0,8.900710958181032,44
7.0,0.0,1.0,0.0,1.0002417590807506,94
82.0,1.0,1.0,247.0,20.184969186139462,125
8.0,0.0,4.0,0.0,5.209521116577941,72
46.0,1.0,1.0,87.0,17.611488002175133,80
19.0,1.0,1.0,181.0,3.7846533575602552,195
29.0,1.0,1.0,21.0,9.340567568110416,350
52.0,1.0,1.0,0.0,3.1754832540448703,6000
32.0,1.0,1.0,0.0,7.24359965612154,250
15.0,0.0,2.0,162.0,9.640063883809795,120
12.0,1.0,3.0,314.0,4.779599246632473,165
56.0,1.0,1.0,342.0,4.840429487854953,150
52.0,1.0,1.0,0.0,3.075534740208836,190
18.0,0.0,2.0,79.0,12.93485418612888,55
15.0,0.0,1.0,0.0,10.670173499140605,160
6.0,0.0,1.0,20.0,7.681729021317259,35
68.0,0.0,2.0,0.0,2.688567474024526,118
19.0,1.0,1.0,162.0,3.3016123667357475,250
15.0,1.0,2.0,22.0,9.53420825073765,375
63.0,1.0,2.0,54.0,11.735569422350489,88
14.0,1.0,1.0,0.0,1.8079680229786101,225
1.0,1.0,1.0,15.0,1.5017172286611034,79
79.0,1.0,1.0,0.0,12.574995472565847,90
23.0,1.0,1.0,28.0,4.326255251306351,125
63.0,0.0,1.0,210.0,13.108521594013952,88
219.0,0.0,2.0,160.0,23.448820584761616,195
89.0,1.0,1.0,298.0,16.780404589829345,165
38.0,1.0,1.0,28.0,7.98974628650224,500
2.0,0.0,2.0,197.0,8.563068509681413,45
19.0,1.0,1.0,0.0,3.716258856947123,200
28.0,1.0,2.0,35.0,3.756001487964673,888
84.0,0.0,1.0,114.0,12.340068093435157,42
22.0,1.0,1.0,211.0,12.625764699968974,70
34.0,1.0,1.0,22.0,8.494701207655611,450
30.0,2.0,1.0,364.0,10.707746893395514,100
79.0,1.0,1.0,281.0,10.53156961448066,350
34.0,1.0,1.0,0.0,9.008313687333633,100
1.0,2.0,3.0,0.0,1.0608678117308268,62
6.0,0.0,2.0,176.0,10.277469477609248,60
68.0,1.0,2.0,0.0,2.218360204968175,150
111.0,0.0,2.0,45.0,13.160208309670663,49
43.0,1.0,1.0,275.0,6.014527393084753,505
21.0,1.0,1.0,5.0,7.678374943614713,200
37.0,0.0,4.0,320.0,13.15146905180383,79
56.0,1.0,1.0,126.0,5.535295917424788,123
19.0,1.0,1.0,16.0,3.9324400415985994,175
7.0,1.0,1.0,86.0,1.245158584770914,177
20.0,1.0,2.0,6.0,5.181879492822271,275
23.0,0.0,1.0,0.0,4.857031331888274,59
21.0,0.0,1.0,0.0,8.670857763690703,50
4.0,0.0,3.0,112.0,4.244570874385621,90
22.0,1.0,1.0,1.0,11.941363750587183,120
7.0,0.0,4.0,116.0,0.38678291385393254,100
106.0,0.0,3.0,348.0,23.736095631523334,35
15.0,0.0,3.0,0.0,9.223561037281742,79
158.0,1.0,1.0,342.0,17.709669612274286,190
19.0,1.0,1.0,7.0,3.6518280424751333,224
12.0,1.0,1.0,0.0,6.064689636473992,121
28.0,1.0,1.0,333.0,3.6604773552893906,235
1.0,1.0,3.0,358.0,1.1043333382905958,199
2.0,0.0,1.0,0.0,8.436119239935724,55
56.0,0.0,1.0,0.0,6.535782634559093,100
98.0,1.0,1.0,253.0,7.9072727515727586,125
23.0,0.0,1.0,0.0,4.384864099059734,250
12.0,0.0,1.0,0.0,5.32314289891808,150
32.0,1.0,1.0,271.0,7.188953229553128,200
81.0,1.0,1.0,0.0,9.473344546808587,62
19.0,1.0,1.0,0.0,3.3636615303694746,150
28.0,1.0,1.0,170.0,2.238905454506692,160
19.0,1.0,1.0,0.0,3.737551805880969,125
27.0,1.0,1.0,0.0,4.183463065723186,75
12.0,0.0,1.0,254.0,6.27127830934189,100
18.0,0.0,1.0,260.0,12.291444365883871,40
43.0,1.0,1.0,336.0,6.156639635828401,203
25.0,0.0,3.0,249.0,4.733389799753422,63
81.0,2.0,3.0,179.0,9.971064418497738,65
38.0,1.0,3.0,249.0,8.021279382653717,160
52.0,0.0,1.0,0.0,3.3816906975315595,100
144.0,0.0,1.0,175.0,14.188322293249689,39
43.0,0.0,1.0,177.0,5.97272731370005,147
44.0,0.0,1.0,44.0,8.430151071369927,35
152.0,0.0,1.0,365.0,21.606305705189015,70
51.0,1.0,1.0,0.0,3.1643248151562178,100
8.0,1.0,1.0,0.0,3.169152351278417,200
2.0,0.0,1.0,0.0,7.186262267847584,99
36.0,1.0,1.0,13.0,8.145626039272852,195
19.0,1.0,1.0,0.0,3.9692643643212393,250
5.0,0.0,1.0,0.0,1.1688604810939145,125
16.0,1.0,1.0,365.0,9.597946603776778,147
11.0,0.0,1.0,0.0,3.5517641838808505,295
126.0,0.0,2.0,62.0,6.952698927360075,50
23.0,1.0,1.0,0.0,4.2440339578459305,140
70.0,1.0,1.0,81.0,14.737782913902903,100
28.0,1.0,1.0,0.0,3.520723625318596,150
30.0,0.0,3.0,180.0,10.047331227553423,50
14.0,1.0,1.0,1.0,2.0439810449159794,150
77.0,1.0,1.0,342.0,4.583782983040555,1250
6.0,0.0,2.0,360.0,8.229296854795244,60
43.0,1.0,1.0,347.0,6.086994945367085,164
21.0,0.0,2.0,0.0,7.795122544084815,65
64.0,1.0,1.0,34.0,4.0305176628939865,89
22.0,1.0,2.0,32.0,13.305909761201049,75
21.0,0.0,1.0,341.0,8.625102657097566,60
45.0,1.0,1.0,0.0,6.228006383687798,83
33.0,0.0,1.0,0.0,8.028430646371266,188
77.0,1.0,1.0,0.0,4.996347665567664,95
21.0,1.0,2.0,72.0,8.291938518405862,129
7.0,1.0,1.0,77.0,0.553734700690443,239
15.0,0.0,1.0,28.0,9.420739623801104,35
39.0,1.0,1.0,0.0,5.920480853377969,125
25.0,2.0,2.0,5.0,4.080806103975754,30
21.0,0.0,1.0,83.0,8.388966424891565,85
19.0,1.0,1.0,330.0,3.7480496482940358,260
152.0,0.0,1.0,163.0,21.089966558705203,75
111.0,0.0,1.0,177.0,13.915546704808484,60
20.0,0.0,1.0,364.0,3.468117612995955,99
25.0,1.0,2.0,304.0,4.442314130590336,100
27.0,0.0,1.0,322.0,3.939239964072171,225
16.0,1.0,1.0,22.0,9.99960805629024,395
19.0,1.0,2.0,83.0,2.7941698090661897,178
43.0,1.0,1.0,319.0,6.001101941764127,236
56.0,0.0,2.0,0.0,4.911315782715004,75
4.0,0.0,1.0,188.0,4.925409501287795,40
16.0,0.0,3.0,0.0,9.93500384033003,40
13.0,0.0,1.0,0.0,8.240223232282327,65
56.0,1.0,1.0,0.0,5.795631916671222,70
42.0,0.0,1.0,180.0,9.808014252981058,10
85.0,0.0,1.0,356.0,20.735969757848235,50
27.0,1.0,1.0,300.0,3.660152194454714,393
6.0,1.0,1.0,3.0,8.999847502454532,450
56.0,1.0,1.0,0.0,4.867570653399646,75
81.0,1.0,2.0,5.0,9.99651637638335,99
26.0,1.0,1.0,166.0,2.0804247186343074,200
8.0,1.0,1.0,19.0,3.172990823879158,175
49.0,1.0,1.0,0.0,6.463864205092524,90
1.0,0.0,1.0,364.0,0.4300476529415352,100
71.0,0.0,1.0,5.0,0.45267987790773007,120
12.0,1.0,1.0,0.0,5.6011109544900295,112
6.0,1.0,4.0,89.0,9.572693508980237,170
64.0,1.0,1.0,0.0,3.9701621808579723,175
15.0,0.0,1.0,6.0,10.056463737967256,70
6.0,1.0,1.0,0.0,9.340687444680235,80
1.0,1.0,1.0,0.0,1.343491888483989,141
0.0,0.0,2.0,0.0,13.108914942531689,45
12.0,0.0,1.0,139.0,5.58379271253825,70
28.0,1.0,1.0,2.0,2.2256500823244427,99
19.0,0.0,4.0,338.0,3.8976767528039864,125
54.0,1.0,1.0,145.0,11.676843744310753,149
12.0,1.0,1.0,0.0,5.4669944789897755,160
21.0,0.0,1.0,0.0,8.262981444823403,45
6.0,0.0,1.0,343.0,9.081395710828382,42
38.0,0.0,1.0,0.0,8.049232530511715,110
2.0,0.0,1.0,129.0,8.193987070447157,54
1.0,0.0,4.0,297.0,1.8124679700475872,119
6.0,0.0,1.0,10.0,9.119182915868054,59
9.0,0.0,1.0,359.0,4.987239598773963,69
44.0,0.0,1.0,81.0,9.547888698206288,75
12.0,0.0,1.0,0.0,4.694981820419264,60
16.0,1.0,1.0,0.0,9.554957764578882,92
33.0,1.0,1.0,0.0,8.550623126475339,110
22.0,0.0,2.0,358.0,14.246397143791743,50
3.0,0.0,1.0,12.0,7.68161592907209,108
149.0,0.0,3.0,335.0,16.557804578821962,60
8.0,0.0,1.0,0.0,4.207132665234286,67
12.0,0.0,1.0,89.0,5.193073959481933,150
19.0,1.0,4.0,151.0,3.5811857181317124,750
1.0,0.0,1.0,38.0,0.8103034636497476,350
5.0,1.0,1.0,327.0,1.8516775647414452,300
64.0,1.0,2.0,272.0,4.141477113163259,295
49.0,0.0,3.0,31.0,7.167154015488819,55
97.0,0.0,3.0,96.0,6.5285191441095565,100
19.0,1.0,1.0,51.0,3.4636425559704636,212
28.0,1.0,1.0,281.0,2.7606653574318756,175
21.0,0.0,1.0,20.0,10.283616566806623,60
21.0,2.0,1.0,334.0,10.01964425203991,29
14.0,1.0,1.0,235.0,2.30192393054884,278
2.0,0.0,2.0,154.0,8.276417482887874,60
1.0,1.0,1.0,0.0,0.9137067892437569,209
7.0,1.0,1.0,0.0,0.7122854074359616,200
28.0,1.0,1.0,0.0,2.2042238931674905,135
2.0,1.0,3.0,345.0,7.222379424615401,133
23.0,0.0,1.0,8.0,4.428751776765143,85
126.0,0.0,3.0,346.0,8.69458833723417,58
6.0,0.0,3.0,291.0,8.293304167255437,70
4.0,0.0,1.0,0.0,4.496461686872699,100
20.0,1.0,1.0,302.0,4.149016135987807,240
14.0,0.0,2.0,158.0,2.260162838671357,200
28.0,1.0,2.0,42.0,2.451111528838833,130
8.0,1.0,1.0,177.0,4.753734258031924,225
7.0,1.0,1.0,365.0,1.1163985453833374,534
12.0,1.0,1.0,0.0,5.510387584506117,100
26.0,1.0,1.0,0.0,2.0668689108693967,170
14.0,0.0,1.0,0.0,1.8013295888488692,110
1.0,1.0,1.0,0.0,1.005358462839107,124
24.0,0.0,1.0,59.0,11.554193656413679,100
21.0,0.0,4.0,336.0,10.195288426048203,80
56.0,1.0,2.0,365.0,5.389389201224008,325
81.0,0.0,1.0,1.0,9.77708160571316,28
54.0,0.0,1.0,189.0,14.291632733519293,80
0.0,0.0,1.0,0.0,13.193836908734225,52
6.0,0.0,4.0,281.0,9.666312043479442,100
2.0,0.0,1.0,0.0,7.582025026630543,75
5.0,1.0,1.0,46.0,1.2571190172865063,575
100.0,0.0,1.0,0.0,14.124138033517676,33
56.0,0.0,1.0,21.0,6.019028454971433,60
8.0,1.0,1.0,0.0,3.2668381118017495,100
123.0,1.0,1.0,8.0,9.554539509140572,115
26.0,1.0,1.0,0.0,2.0229128192931545,345
81.0,0.0,2.0,188.0,8.968461503322894,45
12.0,1.0,1.0,25.0,5.635404942691535,185
60.0,0.0,3.0,2.0,5.150026560232992,75
103.0,0.0,1.0,365.0,9.164292610022468,45
7.0,0.0,1.0,327.0,1.2243447022453222,179
43.0,1.0,1.0,353.0,6.182919095580319,142
6.0,0.0,2.0,285.0,8.82750354164325,55
126.0,0.0,1.0,154.0,7.005479457327559,45
28.0,1.0,1.0,219.0,1.882299118691366,214
64.0,0.0,1.0,0.0,4.031807850770231,109
28.0,1.0,1.0,0.0,3.0843846287438668,260
19.0,1.0,1.0,263.0,3.3806813760485594,250
30.0,2.0,1.0,0.0,11.053041374661857,360
7.0,1.0,1.0,9.0,0.7673361200742684,260
86.0,0.0,1.0,338.0,19.677783194929603,35
49.0,0.0,1.0,11.0,6.531521753318565,30
15.0,1.0,2.0,267.0,10.267634905470276,110
4.0,1.0,1.0,0.0,4.842231119238694,50
3.0,1.0,2.0,228.0,7.334428782707148,173
6.0,1.0,3.0,43.0,8.818386815794105,100
21.0,0.0,1.0,0.0,8.506260753347703,65
56.0,1.0,1.0,0.0,5.072060891055837,108
15.0,0.0,1.0,0.0,9.919539092595766,50
8.0,0.0,3.0,288.0,3.2706317999748653,82
55.0,0.0,2.0,84.0,16.53070735567843,50
44.0,0.0,2.0,125.0,9.71746032104633,65
20.0,1.0,1.0,12.0,3.4433023659248896,135
12.0,1.0,2.0,164.0,4.796445587927968,249
8.0,0.0,1.0,0.0,4.153046794578323,100
3.0,0.0,1.0,0.0,7.169493690766741,70
29.0,0.0,1.0,0.0,8.686315717865876,130
12.0,0.0,1.0,0.0,6.86217986077254,64
2.0,0.0,1.0,0.0,5.570489999815411,99
12.0,1.0,1.0,25.0,5.668033472806528,378
11.0,1.0,1.0,14.0,3.1052832621883772,225
4.0,2.0,1.0,90.0,5.8577195490551555,60
17.0,1.0,1.0,11.0,11.232073627577002,130
8.0,1.0,1.0,346.0,1.8126494786414808,245
15.0,0.0,1.0,179.0,9.723800131897322,60
20.0,1.0,1.0,0.0,5.202199816615126,100
6.0,0.0,1.0,342.0,8.285633511908697,86
15.0,1.0,1.0,266.0,9.217998989412427,99
31.0,0.0,1.0,308.0,7.211618581673494,50
1.0,0.0,1.0,333.0,1.5154997197028055,200
48.0,1.0,1.0,179.0,3.3248242688353344,225
12.0,1.0,1.0,334.0,5.403882996990532,659
12.0,1.0,1.0,2.0,6.318461151385597,250
1.0,1.0,1.0,353.0,1.5565881748137576,274
12.0,1.0,2.0,0.0,6.335874385269785,180
23.0,0.0,1.0,0.0,4.309867992921699,75
68.0,0.0,1.0,0.0,2.6250752063255627,99
79.0,1.0,1.0,41.0,10.933079377642652,265
6.0,0.0,1.0,35.0,8.571263580036666,40
56.0,0.0,2.0,89.0,5.320710987068748,120
68.0,1.0,3.0,20.0,2.3731229435823256,200
71.0,0.0,1.0,0.0,0.22380348255133672,100
19.0,1.0,1.0,12.0,2.9152480878474196,179
116.0,0.0,1.0,0.0,14.550177046819927,70
25.0,1.0,1.0,66.0,4.642646635126636,115
6.0,0.0,1.0,0.0,9.644171236029168,70
15.0,0.0,1.0,0.0,10.067557745181722,66
18.0,0.0,1.0,216.0,12.790926793774487,95
62.0,0.0,1.0,335.0,24.047070159946927,70
23.0,0.0,4.0,56.0,4.111923089025873,105
54.0,0.0,3.0,351.0,12.923864494055762,35
1.0,0.0,2.0,326.0,1.4816642171435717,82
20.0,0.0,1.0,0.0,5.31715402629292,30
7.0,1.0,1.0,237.0,0.820218091073376,299
12.0,0.0,1.0,0.0,7.355018281172369,95
38.0,1.0,1.0,0.0,8.35682460285727,170
179.0,1.0,1.0,0.0,18.67381633520787,200
165.0,0.0,1.0,0.0,14.617986779900958,50
2.0,0.0,1.0,90.0,7.9512302485408215,95
25.0,1.0,1.0,0.0,4.015092906192976,100
19.0,1.0,1.0,39.0,3.1638610277359644,120
6.0,0.0,1.0,18.0,10.974676016805692,29
12.0,0.0,1.0,25.0,6.994435687943524,96
19.0,1.0,1.0,235.0,3.1752554995764632,200
1.0,0.0,1.0,0.0,1.2078539189050093,300
26.0,1.0,1.0,87.0,1.6148508909410424,150
90.0,1.0,1.0,15.0,14.446168434020557,125
5.0,1.0,1.0,133.0,1.5110260667565114,228
11.0,1.0,1.0,0.0,3.1293248588486575,200
43.0,1.0,1.0,344.0,6.210649030014385,199
19.0,0.0,2.0,22.0,3.826458902260647,175
28.0,1.0,1.0,240.0,1.7555124517353655,225
14.0,1.0,1.0,207.0,2.163108214049462,350
30.0,1.0,1.0,6.0,11.128365179573093,150
57.0,0.0,1.0,365.0,12.553559401750661,80
2.0,1.0,4.0,253.0,6.260333160387133,135
15.0,0.0,1.0,342.0,9.588438712687134,99
21.0,0.0,1.0,0.0,8.251280713153209,39
7.0,0.0,1.0,285.0,0.5561383232922374,125
75.0,1.0,1.0,177.0,16.128516671004284,200
37.0,0.0,1.0,335.0,14.33452793817289,100
7.0,1.0,1.0,10.0,0.657924666873694,177
52.0,1.0,3.0,0.0,3.5640723022810956,196
13.0,0.0,1.0,0.0,8.188231159925166,71
24.0,1.0,1.0,0.0,11.335952555048143,150
23.0,0.0,1.0,0.0,4.42016274097188,99
22.0,1.0,1.0,342.0,12.201264409882164,100
21.0,0.0,1.0,0.0,10.18194626078981,75
19.0,1.0,2.0,235.0,3.420995321465391,210
15.0,0.0,1.0,0.0,10.040420703801328,40
99.0,0.0,1.0,308.0,9.978140084989171,60
56.0,0.0,4.0,0.0,6.362091925165846,59
8.0,1.0,1.0,0.0,4.216577115936416,4000
54.0,0.0,1.0,178.0,12.087651367268643,55
30.0,1.0,1.0,48.0,10.961433307500116,100
30.0,1.0,1.0,0.0,9.153831172941981,130
20.0,1.0,1.0,0.0,5.391141076594625,150
19.0,1.0,1.0,0.0,3.5831337497087437,150
68.0,0.0,1.0,0.0,2.635587728727594,160
14.0,1.0,1.0,73.0,1.440570820238007,90
53.0,1.0,1.0,298.0,4.378695672582572,575
81.0,0.0,2.0,41.0,8.277485965439212,65
44.0,0.0,1.0,0.0,9.034087824122322,50
37.0,0.0,1.0,288.0,13.979684469279437,80
23.0,1.0,2.0,182.0,4.2787983181703115,300
28.0,1.0,1.0,329.0,2.8729012546312167,195
1.0,1.0,3.0,305.0,1.4559647231470203,670
6.0,1.0,3.0,237.0,9.743528124322296,170
6.0,0.0,2.0,95.0,8.472528209271001,45
6.0,0.0,1.0,365.0,9.214275043859445,75
12.0,1.0,1.0,0.0,6.496334615585708,160
19.0,1.0,1.0,247.0,3.1345819552686285,200
23.0,2.0,4.0,341.0,5.202563302094155,32
8.0,1.0,1.0,0.0,3.6153271296080143,82
6.0,0.0,1.0,365.0,7.331608176174185,75
123.0,1.0,1.0,215.0,8.94615376604445,90
157.0,1.0,3.0,208.0,14.76656307764422,60
56.0,0.0,1.0,0.0,5.787346134674375,75
18.0,0.0,1.0,0.0,13.785832590305382,100
5.0,1.0,1.0,353.0,1.913462023778002,175
8.0,1.0,1.0,0.0,3.7605186501597827,150
4.0,0.0,1.0,0.0,5.575766629958142,62
19.0,1.0,1.0,0.0,4.0234243873189435,150
2.0,1.0,1.0,0.0,5.880763024540533,125
2.0,1.0,4.0,284.0,7.063939715544665,285
2.0,0.0,2.0,267.0,6.11121431616707,50
8.0,1.0,1.0,0.0,3.352942518896088,170
15.0,1.0,1.0,15.0,9.446756784871583,120
56.0,1.0,1.0,320.0,5.401671452825852,300
28.0,1.0,1.0,270.0,3.380914213417514,1100
15.0,0.0,1.0,364.0,10.291271253242211,160
1.0,1.0,4.0,365.0,1.379851250273709,130
12.0,1.0,1.0,45.0,7.301055583176172,100
66.0,1.0,1.0,11.0,12.901061640070353,100
8.0,1.0,1.0,0.0,3.394889333282382,145
4.0,0.0,1.0,90.0,6.746954989767594,77
4.0,0.0,1.0,179.0,4.312270111962122,165
24.0,0.0,1.0,365.0,10.82161944606652,75
12.0,1.0,1.0,0.0,6.359424180520563,175
7.0,1.0,1.0,8.0,1.2340650631967336,190
43.0,0.0,1.0,338.0,5.677425911892112,135
12.0,0.0,1.0,0.0,6.769992416948771,35
21.0,0.0,1.0,8.0,8.871542446724273,110
6.0,2.0,1.0,365.0,7.70233175177278,36
28.0,1.0,1.0,0.0,3.962872989417429,250
48.0,1.0,1.0,179.0,3.285154276141386,225
52.0,0.0,1.0,0.0,3.5976547498248785,89
30.0,0.0,2.0,279.0,9.624883540627085,65
4.0,0.0,1.0,131.0,4.791935376880441,95
87.0,1.0,3.0,173.0,11.239475164971347,268
12.0,1.0,1.0,347.0,5.3885372730926155,500
1.0,1.0,1.0,364.0,1.420155331529382,190
22.0,0.0,1.0,0.0,11.9676500511777,53
90.0,0.0,4.0,361.0,14.189982659455167,75
52.0,1.0,1.0,0.0,3.101692374309338,350
21.0,0.0,1.0,0.0,9.036094874614907,30
43.0,1.0,1.0,346.0,6.021826376814896,230
22.0,1.0,1.0,0.0,13.107132218770326,85
28.0,1.0,1.0,0.0,3.1115846121463977,150
43.0,1.0,1.0,342.0,5.880313432639327,100
4.0,1.0,1.0,0.0,5.150415337948886,185
12.0,1.0,1.0,1.0,6.131629904014762,123
9.0,1.0,1.0,82.0,4.772228099811672,350
19.0,0.0,1.0,18.0,3.617874377890339,125
30.0,0.0,1.0,158.0,11.88486923600427,95
6.0,0.0,2.0,0.0,8.381670880688787,65
10.0,1.0,3.0,98.0,9.922531731634695,85
2.0,1.0,1.0,0.0,8.726998776615412,99
19.0,1.0,1.0,0.0,3.0559430450867415,150
12.0,0.0,1.0,0.0,4.7418145541734456,58
23.0,0.0,1.0,115.0,4.77561383790139,86
12.0,0.0,3.0,0.0,5.734499600181002,99
25.0,1.0,1.0,90.0,4.620522413561292,129
26.0,1.0,1.0,220.0,1.7598197101927402,311
2.0,2.0,2.0,0.0,6.706220478071985,100
11.0,1.0,1.0,311.0,2.526981406195544,269
27.0,0.0,1.0,20.0,3.8624668634641552,80
98.0,0.0,2.0,333.0,7.8466167503251825,60
7.0,0.0,3.0,152.0,0.759745018156064,150
28.0,2.0,3.0,331.0,2.947548055861843,75
1.0,0.0,1.0,0.0,1.0312518691570058,500
27.0,1.0,4.0,364.0,4.305527975096508,250
28.0,0.0,1.0,7.0,3.0001052641957218,79
15.0,0.0,3.0,0.0,9.414748235555088,70
12.0,1.0,2.0,82.0,5.892902281117292,180
21.0,1.0,1.0,92.0,8.082248304642732,150
16.0,1.0,2.0,275.0,9.807197090812792,85
12.0,0.0,1.0,0.0,5.910182349940922,95
7.0,1.0,1.0,0.0,0.8250896511677689,300
11.0,1.0,1.0,365.0,3.2146655859578495,750
50.0,1.0,1.0,194.0,1.9168053102444444,255
28.0,0.0,1.0,17.0,4.358450204266297,69
43.0,1.0,1.0,323.0,6.324509035869938,187
56.0,0.0,1.0,73.0,6.487747695338674,69
51.0,1.0,1.0,0.0,3.8551352137805983,250
111.0,0.0,1.0,365.0,13.469499647647023,70
24.0,0.0,1.0,0.0,10.938451045190664,70
33.0,1.0,1.0,0.0,9.069038514514283,110
23.0,1.0,1.0,0.0,4.736694577055621,120
6.0,0.0,4.0,36.0,7.519042233913343,45
28.0,2.0,1.0,0.0,2.9805345403234007,85
38.0,1.0,1.0,170.0,7.985326628875473,175
10.0,1.0,1.0,0.0,9.852666527403471,150
23.0,1.0,1.0,0.0,4.44398352357341,138
19.0,1.0,1.0,0.0,3.443702711205077,195
25.0,0.0,2.0,132.0,3.600427903343019,69
12.0,1.0,1.0,0.0,5.3190374664786955,180
6.0,1.0,2.0,5.0,9.260594714561613,150
28.0,0.0,1.0,81.0,2.7808706043569194,150
12.0,0.0,1.0,0.0,5.293587762030815,48
8.0,1.0,1.0,0.0,2.133497648132241,206
6.0,1.0,1.0,192.0,8.31340274531134,125
71.0,1.0,1.0,0.0,0.211910635194601,375
2.0,1.0,1.0,11.0,6.467771548367738,100
11.0,1.0,1.0,98.0,2.8264875187742793,250
2.0,0.0,1.0,233.0,8.027364974191016,61
20.0,1.0,1.0,0.0,3.8661188966479507,110
7.0,1.0,1.0,0.0,0.8339215144082819,290
43.0,1.0,1.0,338.0,5.998360933738766,205
1.0,1.0,1.0,245.0,1.792275938354117,375
23.0,0.0,1.0,145.0,4.325067383473576,96
20.0,1.0,1.0,341.0,5.106295048303676,129
197.0,1.0,1.0,20.0,17.62951213478551,99
15.0,0.0,1.0,157.0,9.814528492087904,65
21.0,0.0,4.0,104.0,8.276741148783085,73
23.0,0.0,2.0,295.0,4.8302935479066935,120
11.0,1.0,1.0,0.0,2.599688557098137,175
26.0,1.0,1.0,240.0,1.9508033529260453,325
28.0,0.0,1.0,27.0,3.30272087779151,154
52.0,1.0,1.0,11.0,3.328874226707589,89
8.0,1.0,1.0,89.0,3.237771072394432,99
22.0,1.0,4.0,0.0,13.910147640831052,599
12.0,0.0,3.0,61.0,5.135529665346113,60
24.0,0.0,3.0,264.0,11.387554589234213,85
54.0,0.0,2.0,67.0,11.770343250231733,39
6.0,0.0,1.0,0.0,8.662118756975127,55
46.0,0.0,1.0,228.0,17.73154638799662,37
8.0,1.0,1.0,257.0,1.7861064540416967,260
7.0,1.0,2.0,277.0,0.34561510771774934,220
11.0,1.0,1.0,0.0,3.2050617158606074,139
19.0,1.0,1.0,232.0,3.9265487458629975,75
12.0,0.0,1.0,65.0,4.831535902198826,80
7.0,0.0,1.0,149.0,0.6150529337428091,98
101.0,1.0,1.0,55.0,6.049972136755069,295
21.0,0.0,2.0,178.0,10.21650236436531,60
12.0,1.0,1.0,0.0,5.421707580298789,120
6.0,0.0,1.0,28.0,8.25511623114446,95
7.0,1.0,1.0,0.0,0.8958071137468189,90
6.0,0.0,1.0,0.0,7.9437811193380785,49
12.0,0.0,1.0,0.0,5.91627475836808,50
40.0,1.0,1.0,7.0,6.084583938563853,150
