neighbourhood,room_type,calculated_host_listings_count,availability_365,distance_to_center,price
30.0,1.0,1.0,67.0,12.098089429374278,85
22.0,0.0,1.0,0.0,11.723044591804674,50
12.0,1.0,1.0,0.0,4.846907471312797,295
23.0,0.0,1.0,0.0,3.89404272155308,80
19.0,0.0,1.0,0.0,3.814385520218452,109
11.0,0.0,1.0,0.0,3.2492072357838637,100
6.0,0.0,1.0,339.0,8.59273773812245,45
49.0,1.0,1.0,243.0,6.580265862756454,135
114.0,1.0,3.0,124.0,7.739473073431715,115
28.0,0.0,1.0,341.0,3.613349559172351,185
20.0,1.0,1.0,42.0,3.3606208215710263,150
26.0,1.0,1.0,312.0,2.071166021699819,290
100.0,0.0,2.0,0.0,14.546859978042736,80
21.0,0.0,3.0,0.0,9.82091304592743,65
24.0,0.0,2.0,242.0,11.279769114595615,45
54.0,1.0,1.0,7.0,11.691752243287299,80
124.0,0.0,3.0,365.0,14.772510992590115,75
2.0,0.0,1.0,213.0,7.455875949553381,69
56.0,0.0,1.0,0.0,5.937740964294296,65
6.0,0.0,1.0,0.0,8.342255143187563,60
68.0,1.0,1.0,0.0,2.398750839548421,195
2.0,0.0,3.0,106.0,6.595896396797505,69
49.0,1.0,1.0,0.0,6.708400820743773,160
12.0,1.0,1.0,0.0,5.649471723481161,150
19.0,0.0,2.0,0.0,3.7528811446004244,250
3.0,1.0,1.0,0.0,7.248111897784112,90
1.0,1.0,1.0,129.0,1.2670807156570925,235
71.0,0.0,1.0,230.0,0.540531762339791,100
28.0,1.0,1.0,15.0,2.0367461471663884,239
2.0,1.0,1.0,32.0,6.326928279908733,65
98.0,1.0,1.0,228.0,8.07978982550274,115
183.0,1.0,1.0,282.0,23.476563368218137,60
21.0,0.0,1.0,173.0,8.165624140673778,60
19.0,0.0,1.0,0.0,3.973335198976855,45
23.0,1.0,1.0,0.0,4.148490887884928,300
31.0,0.0,2.0,0.0,7.559592832116187,35
21.0,0.0,4.0,98.0,9.700688451695575,69
19.0,1.0,1.0,301.0,3.0985126458134453,198
19.0,1.0,1.0,0.0,3.358558675026255,100
99.0,0.0,4.0,249.0,9.361726946071977,60
6.0,0.0,1.0,179.0,9.099850411784324,225
54.0,1.0,4.0,328.0,13.940205437849253,325
8.0,1.0,1.0,286.0,2.250747168332572,350
20.0,0.0,1.0,0.0,4.386035756574382,45
5.0,1.0,1.0,341.0,1.5762521810067371,200
13.0,1.0,1.0,190.0,7.3523326886060785,100
35.0,1.0,1.0,194.0,15.348359624075496,125
84.0,0.0,3.0,365.0,12.207430890046748,68
6.0,1.0,2.0,91.0,9.506497481055112,115
12.0,0.0,1.0,36.0,6.527211027146791,55
25.0,1.0,1.0,0.0,4.556661639977083,65
8.0,1.0,1.0,9.0,3.592523608641394,300
68.0,1.0,1.0,3.0,2.3697324885093205,100
1.0,0.0,1.0,278.0,1.8798801229167468,98
6.0,1.0,1.0,0.0,9.097439612223317,100
8.0,1.0,1.0,5.0,3.4612247968073264,165
21.0,0.0,1.0,95.0,9.972922724723803,55
144.0,0.0,1.0,363.0,13.54433316152956,149
23.0,0.0,4.0,0.0,5.013651426486126,102
2.0,0.0,4.0,355.0,8.758226177470364,85
3.0,0.0,1.0,179.0,8.501603893293527,89
17.0,0.0,1.0,74.0,11.003536064332707,45
77.0,1.0,1.0,0.0,4.35962743206088,299
25.0,1.0,1.0,0.0,2.699931455322108,130
8.0,0.0,1.0,176.0,2.656123392594372,93
1.0,1.0,1.0,0.0,1.8301163813147832,210
19.0,1.0,1.0,0.0,3.3239026583502254,200
63.0,0.0,1.0,93.0,13.522931522906713,70
18.0,1.0,1.0,64.0,13.074619690949115,90
28.0,1.0,1.0,330.0,2.0840820982929946,140
20.0,0.0,1.0,0.0,3.971729748985762,60
150.0,1.0,2.0,342.0,12.032292280744938,125
37.0,0.0,1.0,121.0,12.962174265913108,49
75.0,1.0,1.0,0.0,15.669067872172873,125
21.0,0.0,3.0,0.0,7.853299504237513,45
4.0,0.0,4.0,199.0,5.21101608012339,65
12.0,0.0,1.0,0.0,5.446851670909677,65
117.0,0.0,1.0,0.0,16.330819039392672,50
19.0,0.0,1.0,0.0,3.6146675393953727,49
45.0,1.0,1.0,0.0,6.690091142368398,120
19.0,0.0,1.0,365.0,4.055065674551147,125
2.0,1.0,3.0,0.0,6.7107215196862855,150
12.0,1.0,2.0,141.0,5.565512571249068,200
5.0,1.0,1.0,0.0,1.7078842097452211,144
29.0,1.0,1.0,0.0,9.203604276548532,135
49.0,0.0,1.0,350.0,6.669830978078091,90
6.0,1.0,2.0,45.0,9.43748702372581,120
12.0,1.0,1.0,3.0,6.257778698057021,160
19.0,1.0,1.0,330.0,3.9204663932244452,314
15.0,0.0,1.0,8.0,10.446293478599785,54
22.0,0.0,2.0,311.0,12.919299458892164,50
25.0,1.0,1.0,266.0,4.5980576169005225,275
2.0,0.0,1.0,19.0,6.1913773147540105,68
54.0,2.0,2.0,364.0,11.66732125262561,50
6.0,1.0,1.0,0.0,9.357656921004184,125
21.0,0.0,1.0,198.0,8.45630207601546,75
117.0,0.0,3.0,330.0,15.01539456756635,100
8.0,1.0,1.0,0.0,4.997905435979126,130
47.0,1.0,1.0,0.0,10.741091751682976,100
13.0,1.0,1.0,125.0,7.686643387972648,270
6.0,0.0,1.0,0.0,8.35716151105601,48
64.0,0.0,3.0,59.0,4.181745797038451,130
12.0,1.0,1.0,0.0,6.7190109347493525,200
12.0,0.0,1.0,249.0,5.245866201819967,43
59.0,0.0,1.0,83.0,13.744528241789775,60
6.0,1.0,2.0,340.0,8.665905553978419,130
11.0,1.0,1.0,0.0,2.799977785211735,275
95.0,1.0,1.0,130.0,14.726560156097104,79
6.0,0.0,2.0,236.0,10.521128216132565,48
2.0,1.0,3.0,302.0,6.1491776654469925,450
7.0,1.0,1.0,108.0,0.9353832680160236,639
30.0,0.0,1.0,0.0,11.623044125472877,40
21.0,0.0,1.0,71.0,7.91513948620665,51
79.0,0.0,1.0,281.0,13.564225323258773,52
15.0,0.0,2.0,323.0,11.209440460054244,65
11.0,1.0,1.0,326.0,2.9708542904873445,188
3.0,0.0,1.0,0.0,7.267155620771006,120
63.0,0.0,1.0,235.0,13.004534079372071,58
16.0,0.0,2.0,0.0,10.247699294781281,60
7.0,0.0,3.0,3.0,0.8500532602483977,115
101.0,1.0,1.0,43.0,6.030594453172259,199
22.0,1.0,1.0,0.0,12.193988123503308,290
7.0,1.0,1.0,365.0,1.102811645106501,275
73.0,0.0,1.0,341.0,19.444679590119247,60
111.0,0.0,1.0,350.0,13.682873166283882,60
31.0,0.0,2.0,295.0,8.103808904095931,50
4.0,0.0,1.0,0.0,5.285197334606787,75
12.0,1.0,1.0,16.0,6.187572507015512,82
62.0,1.0,2.0,134.0,23.713776827434558,150
28.0,2.0,1.0,0.0,2.541053546936044,99
3.0,0.0,1.0,0.0,8.211960733964657,65
22.0,1.0,1.0,69.0,13.063587611481303,100
70.0,1.0,2.0,33.0,13.08100662720784,72
30.0,0.0,1.0,29.0,12.137652915258437,50
6.0,0.0,3.0,63.0,7.673312344572005,81
6.0,1.0,2.0,0.0,9.570492586852254,120
21.0,1.0,2.0,0.0,8.127608347022383,95
64.0,1.0,1.0,0.0,4.150539466513402,119
26.0,1.0,1.0,78.0,1.410217143125078,220
9.0,0.0,3.0,91.0,4.900698588494354,122
7.0,0.0,1.0,351.0,0.8759708350587454,55
12.0,1.0,3.0,342.0,5.7116720951747295,218
1.0,1.0,1.0,118.0,1.3599061258599958,150
12.0,1.0,1.0,147.0,4.930686365715689,212
2.0,0.0,2.0,125.0,8.53069742095241,69
26.0,1.0,1.0,0.0,2.1290523368865375,150
10.0,1.0,1.0,0.0,10.749486103031794,70
27.0,1.0,1.0,44.0,3.9609007503189546,235
21.0,1.0,1.0,6.0,8.16739709639726,78
12.0,1.0,1.0,40.0,6.916867977496133,150
13.0,0.0,2.0,72.0,6.928061171286768,89
11.0,1.0,1.0,0.0,2.6594372911648887,200
6.0,1.0,1.0,0.0,8.850778802089165,175
28.0,0.0,1.0,319.0,3.864431723941221,80
21.0,0.0,2.0,0.0,8.509115789304925,50
2.0,1.0,1.0,159.0,6.8355450089279755,150
24.0,0.0,1.0,0.0,11.27660733767439,75
9.0,0.0,1.0,6.0,4.795337731935962,100
8.0,2.0,2.0,363.0,5.204471622661781,50
17.0,0.0,1.0,272.0,11.050059585984782,135
30.0,0.0,1.0,311.0,9.967716521402782,65
54.0,2.0,1.0,179.0,12.616733838007738,50
7.0,1.0,1.0,5.0,0.8352549642004886,390
0.0,1.0,1.0,0.0,12.416753170890935,95
21.0,0.0,1.0,31.0,8.274724951255862,52
21.0,1.0,1.0,19.0,7.647694775685713,162
72.0,0.0,1.0,174.0,9.351637362532726,45
90.0,0.0,2.0,179.0,15.307302331036434,79
45.0,0.0,1.0,0.0,6.444614841346091,60
14.0,0.0,1.0,27.0,1.0174632339417076,76
8.0,0.0,1.0,246.0,4.56818392662407,99
30.0,0.0,1.0,0.0,10.380445506675619,45
83.0,1.0,1.0,288.0,8.67717310023196,144
7.0,1.0,1.0,272.0,0.8623711922469424,130
2.0,1.0,1.0,0.0,5.631403870421294,89
28.0,1.0,1.0,0.0,3.4003972100990554,125
12.0,2.0,3.0,75.0,7.035174549963197,40
6.0,1.0,2.0,155.0,9.40959487907436,120
11.0,0.0,1.0,52.0,3.2141249886568684,160
49.0,0.0,1.0,88.0,6.049892980336167,85
23.0,1.0,1.0,0.0,4.69794099933921,85
2.0,0.0,1.0,0.0,7.327835865780532,80
21.0,0.0,1.0,48.0,9.853028252292964,65
5.0,1.0,1.0,135.0,1.1276356126042066,220
100.0,0.0,4.0,347.0,14.259619539038324,75
2.0,0.0,2.0,0.0,7.468502597875565,65
64.0,1.0,1.0,0.0,4.070462758696673,350
7.0,1.0,1.0,146.0,1.1304086939720108,499
6.0,1.0,1.0,0.0,8.156292480264364,142
117.0,1.0,1.0,0.0,14.504033579865451,116
87.0,0.0,2.0,19.0,11.71991997948272,60
28.0,0.0,2.0,0.0,2.42340012517571,85
8.0,1.0,1.0,0.0,3.79517834180594,150
22.0,0.0,1.0,0.0,13.629131582158745,69
21.0,1.0,1.0,0.0,8.309810780224566,70
12.0,0.0,1.0,0.0,6.241704497533089,100
28.0,1.0,1.0,299.0,3.564846017172602,190
2.0,1.0,1.0,0.0,7.2058880814675925,99
44.0,0.0,1.0,272.0,8.999073831219155,50
19.0,0.0,1.0,0.0,3.7904942912964796,100
183.0,0.0,3.0,356.0,23.70578736430631,84
4.0,0.0,1.0,0.0,4.831207896232576,85
22.0,1.0,1.0,0.0,14.425772212100298,100
22.0,1.0,1.0,160.0,13.930386975614672,150
12.0,1.0,1.0,0.0,5.630505393191002,80
56.0,0.0,1.0,363.0,5.417167257383354,50
21.0,0.0,3.0,4.0,8.263310086110367,65
2.0,1.0,1.0,0.0,8.457219867652833,160
32.0,1.0,1.0,0.0,7.560920486944288,149
7.0,0.0,1.0,341.0,0.3658443477172219,125
71.0,1.0,1.0,301.0,0.24291410964474586,890
188.0,1.0,1.0,254.0,9.190617912344713,69
28.0,0.0,2.0,258.0,2.8850728898330016,79
4.0,1.0,1.0,3.0,6.651834387765399,115
33.0,1.0,1.0,5.0,8.641893138835036,180
15.0,0.0,1.0,0.0,9.102460674228995,70
31.0,0.0,1.0,125.0,7.2042655782891565,57
28.0,1.0,1.0,93.0,2.187504949982708,199
8.0,0.0,1.0,0.0,4.994798054976067,75
12.0,0.0,1.0,0.0,5.749882476566628,65
19.0,1.0,1.0,0.0,3.3352590048769506,250
13.0,0.0,1.0,0.0,6.842740503595359,102
44.0,0.0,1.0,332.0,9.412167410747848,75
8.0,1.0,1.0,320.0,5.256858612926627,550
77.0,1.0,1.0,363.0,5.109096681054858,500
27.0,1.0,1.0,187.0,3.874973567445753,190
20.0,1.0,4.0,301.0,5.140754048097387,110
101.0,0.0,1.0,339.0,6.30467791367042,100
123.0,0.0,1.0,3.0,9.101756152004214,52
12.0,1.0,1.0,223.0,5.663382574113214,250
26.0,0.0,1.0,242.0,1.8315471029731714,175
33.0,1.0,1.0,365.0,8.930200224647981,150
20.0,0.0,1.0,0.0,4.978382320852938,99
24.0,1.0,2.0,0.0,11.461005290654251,125
12.0,0.0,1.0,0.0,4.727516467456248,70
20.0,0.0,1.0,0.0,3.504901806405793,49
28.0,1.0,1.0,0.0,2.9191392714170257,200
2.0,0.0,1.0,0.0,7.748099791766807,49
12.0,0.0,2.0,365.0,5.680476376442172,75
1.0,1.0,1.0,351.0,0.8917019056045242,239
49.0,0.0,1.0,35.0,6.840755364867403,55
49.0,0.0,2.0,0.0,6.220821014919777,55
30.0,0.0,1.0,66.0,9.497649393422957,55
14.0,1.0,1.0,0.0,2.439779250834523,110
12.0,1.0,4.0,177.0,4.832718331413781,2000
20.0,0.0,1.0,15.0,4.428724123873839,59
39.0,1.0,1.0,169.0,5.618521827779767,115
12.0,1.0,1.0,0.0,5.6493030030623625,160
30.0,0.0,1.0,0.0,9.389527492301793,37
36.0,1.0,1.0,0.0,7.808276502482843,145
12.0,0.0,3.0,0.0,5.483638037462834,80
39.0,1.0,1.0,0.0,5.777981281202284,82
65.0,0.0,1.0,0.0,18.144025444716185,50
12.0,1.0,1.0,0.0,5.667643149302131,200
7.0,1.0,1.0,0.0,0.4577808664191461,160
6.0,1.0,1.0,64.0,8.10324878330589,169
12.0,1.0,1.0,0.0,5.952097414559847,210
43.0,1.0,1.0,158.0,5.5467723158157405,525
24.0,0.0,1.0,6.0,11.580875021432199,50
22.0,1.0,1.0,0.0,12.876683145083227,120
64.0,0.0,1.0,0.0,3.883473398392725,84
6.0,1.0,1.0,1.0,9.039509927738912,113
2.0,1.0,1.0,0.0,5.680382133237588,200
19.0,1.0,1.0,0.0,3.3567606355370567,150
52.0,1.0,1.0,7.0,3.3788869415071585,350
27.0,1.0,1.0,2.0,4.3423652685242065,800
46.0,0.0,2.0,179.0,20.776478872287672,159
24.0,1.0,1.0,0.0,11.221970947840497,75
1.0,1.0,1.0,5.0,1.529521225000348,140
2.0,0.0,1.0,0.0,8.46077497592338,55
19.0,0.0,1.0,173.0,3.7486726007111266,80
6.0,0.0,1.0,0.0,8.063370243421565,54
20.0,1.0,1.0,0.0,4.581425322454858,350
49.0,0.0,2.0,31.0,6.70252362666204,70
67.0,2.0,1.0,313.0,18.59066865632961,25
3.0,1.0,1.0,314.0,7.968550779572197,155
26.0,0.0,3.0,37.0,1.8736188060514865,115
12.0,0.0,1.0,0.0,5.377312291330556,90
70.0,0.0,2.0,365.0,13.12214666099445,50
53.0,1.0,1.0,0.0,4.459889591551608,220
7.0,1.0,1.0,29.0,0.6108441709677914,190
6.0,0.0,3.0,288.0,9.514164274424383,49
15.0,0.0,1.0,0.0,9.758211380304786,57
19.0,0.0,2.0,0.0,4.023113171972847,49
27.0,1.0,1.0,0.0,4.192824460191164,900
50.0,1.0,1.0,362.0,2.0454539682585082,1500
43.0,1.0,1.0,72.0,5.9826656760297885,150
14.0,0.0,4.0,29.0,1.2319494394705057,69
28.0,1.0,1.0,0.0,2.7279955063318613,110
22.0,1.0,1.0,47.0,13.731323637353059,115
155.0,0.0,2.0,0.0,17.64390966916813,750
12.0,0.0,4.0,3.0,5.885705011606077,95
54.0,0.0,2.0,35.0,12.839265976698693,80
7.0,1.0,1.0,4.0,0.43896596991166986,198
19.0,0.0,1.0,359.0,3.5257207607567773,95
21.0,1.0,1.0,0.0,7.987015476063667,136
19.0,0.0,1.0,0.0,3.1157283709795243,180
56.0,1.0,2.0,352.0,5.9981439349931325,130
14.0,1.0,1.0,2.0,1.7200774579989937,195
12.0,0.0,1.0,0.0,5.6203866302809145,60
4.0,1.0,1.0,338.0,6.224288703737846,185
49.0,1.0,1.0,0.0,6.205669641392669,80
28.0,0.0,1.0,0.0,3.580247151448464,80
19.0,1.0,1.0,0.0,3.5069027587492285,175
7.0,0.0,1.0,337.0,1.078968007044594,62
159.0,1.0,1.0,47.0,27.6540303427844,250
1.0,1.0,1.0,0.0,0.7350446496372652,275
6.0,1.0,1.0,0.0,7.894661843161511,94
19.0,1.0,1.0,39.0,3.470687929730592,136
19.0,0.0,2.0,0.0,3.1927655900819922,95
12.0,0.0,3.0,42.0,5.840391669466653,69
6.0,0.0,1.0,0.0,9.156971431552165,42
19.0,1.0,1.0,0.0,3.705136019799929,320
6.0,0.0,1.0,0.0,10.365878260006529,62
25.0,1.0,1.0,0.0,4.3616513312157865,90
19.0,1.0,1.0,0.0,3.7210696110469055,190
7.0,0.0,2.0,0.0,0.6715684107223868,155
79.0,0.0,1.0,8.0,13.35462631874494,49
30.0,0.0,1.0,0.0,9.15161210370987,60
12.0,0.0,1.0,0.0,5.689108614247634,60
6.0,1.0,2.0,0.0,8.884185618658147,120
19.0,1.0,1.0,314.0,2.924339448748562,139
68.0,1.0,1.0,65.0,2.497494656462212,350
19.0,1.0,1.0,157.0,3.6060687444952935,290
79.0,0.0,1.0,0.0,10.894700631206051,45
7.0,1.0,1.0,339.0,0.9879983530288674,125
117.0,1.0,1.0,0.0,15.547719810318393,80
12.0,1.0,1.0,4.0,6.801569959131949,149
73.0,2.0,3.0,84.0,19.16962356612982,37
6.0,1.0,1.0,268.0,7.647038430596121,149
8.0,0.0,1.0,6.0,2.14670391231998,112
16.0,1.0,1.0,0.0,10.119251237912584,175
73.0,2.0,1.0,281.0,17.984537882680925,40
50.0,1.0,1.0,1.0,2.0416693252396243,221
12.0,1.0,1.0,359.0,6.037355665898245,300
46.0,0.0,2.0,90.0,20.337774108541957,75
43.0,1.0,1.0,0.0,6.311177122711646,195
6.0,1.0,1.0,6.0,9.956493553276008,120
8.0,1.0,1.0,0.0,2.1431621313351124,260
23.0,0.0,1.0,0.0,4.074537810327752,150
28.0,1.0,1.0,326.0,3.7611079876582094,287
12.0,1.0,3.0,78.0,5.957963059926475,172
21.0,0.0,2.0,0.0,8.267610750542307,47
8.0,0.0,1.0,0.0,5.119294126243696,89
12.0,1.0,1.0,43.0,5.214815365388069,160
13.0,0.0,1.0,305.0,6.818289194028342,48
2.0,0.0,1.0,364.0,7.020211653249359,205
19.0,1.0,1.0,0.0,3.8288319850300487,300
3.0,1.0,1.0,0.0,8.271979138518763,115
11.0,1.0,1.0,365.0,2.6966670835343036,700
28.0,1.0,1.0,0.0,2.151630966916721,130
28.0,0.0,1.0,131.0,3.834014729036646,42
27.0,0.0,3.0,276.0,3.668124432535592,80
12.0,1.0,1.0,0.0,5.911046731623313,78
6.0,1.0,2.0,111.0,8.846159266751068,100
2.0,0.0,1.0,0.0,6.845608024330333,120
12.0,0.0,2.0,5.0,7.385557619092969,55
20.0,1.0,1.0,229.0,4.214642581737208,225
12.0,0.0,1.0,43.0,7.321127134055175,100
8.0,1.0,1.0,218.0,3.567808267779047,244
19.0,0.0,3.0,129.0,3.836735573822965,75
63.0,1.0,1.0,282.0,11.72958710791322,99
83.0,0.0,1.0,59.0,7.989330807694894,70
52.0,1.0,1.0,259.0,3.5261994490716173,200
19.0,1.0,1.0,99.0,3.032891422845227,150
10.0,0.0,4.0,24.0,10.52292417744023,89
28.0,1.0,1.0,363.0,3.252732455110965,225
32.0,0.0,2.0,0.0,6.445522326303412,120
56.0,1.0,1.0,3.0,4.68873406581097,150
15.0,1.0,2.0,0.0,10.199762258335392,105
8.0,1.0,1.0,0.0,2.0648831519828375,250
14.0,1.0,1.0,323.0,1.6799121921877733,275
95.0,0.0,1.0,0.0,14.562940291426711,100
52.0,0.0,1.0,0.0,3.2084134205821653,100
7.0,1.0,1.0,228.0,1.0063053484115023,200
12.0,1.0,1.0,0.0,6.004497571668295,160
21.0,0.0,1.0,3.0,7.831408255729467,90
19.0,1.0,1.0,305.0,3.039039852055208,120
126.0,1.0,2.0,157.0,8.330410532924214,200
2.0,0.0,1.0,119.0,8.721320429272861,45
14.0,0.0,1.0,270.0,1.60271856022955,999
21.0,0.0,3.0,280.0,8.869101483646329,125
6.0,0.0,1.0,0.0,8.234664023512382,60
24.0,1.0,1.0,20.0,11.27747026740211,120
15.0,0.0,1.0,66.0,9.886744290051233,41
19.0,1.0,1.0,364.0,2.8577233318232995,285
160.0,2.0,1.0,365.0,18.62453513898183,30
8.0,1.0,1.0,0.0,2.8956929477134605,125
13.0,0.0,1.0,128.0,7.384840976289134,70
5.0,1.0,3.0,294.0,1.1849687923926926,300
84.0,0.0,3.0,67.0,11.73258234709455,85
77.0,1.0,1.0,11.0,4.589648701813579,349
63.0,0.0,3.0,364.0,13.125215305190785,125
43.0,1.0,1.0,310.0,5.948206838823294,300
7.0,0.0,1.0,216.0,0.93169992361821,99
7.0,1.0,1.0,9.0,0.8041130213858305,250
7.0,0.0,1.0,348.0,0.8598595389757024,75
39.0,1.0,1.0,213.0,6.118315961061137,100
93.0,1.0,1.0,73.0,16.004256385424064,75
12.0,1.0,1.0,0.0,7.543564843141694,95
44.0,0.0,1.0,104.0,8.702029024273685,65
2.0,0.0,3.0,281.0,6.146269139435629,110
38.0,1.0,1.0,0.0,8.151365260309488,158
55.0,1.0,1.0,326.0,16.559773696666443,99
49.0,1.0,1.0,299.0,6.35389737815892,110
25.0,0.0,1.0,356.0,3.8556197452999514,120
116.0,0.0,3.0,364.0,14.007160339081278,150
1.0,1.0,1.0,0.0,1.4935119862048252,175
13.0,0.0,2.0,0.0,7.73754879867256,65
56.0,0.0,2.0,357.0,5.377120138789782,100
7.0,1.0,1.0,12.0,0.6947913527176609,198
21.0,0.0,4.0,325.0,8.88556242201558,59
1.0,0.0,1.0,0.0,1.8120843225328471,90
1.0,0.0,1.0,287.0,1.0872528300291204,100
10.0,1.0,1.0,1.0,10.244631647217087,100
2.0,0.0,1.0,65.0,8.575200840722404,50
57.0,0.0,1.0,47.0,12.502237708617033,48
21.0,0.0,1.0,0.0,8.056224086597371,60
14.0,0.0,1.0,360.0,1.2773343513703692,159
21.0,1.0,2.0,365.0,8.702819667602778,155
8.0,0.0,1.0,333.0,4.921461436317196,85
8.0,1.0,1.0,0.0,2.965795306501917,75
12.0,0.0,1.0,0.0,5.852300822036438,78
20.0,1.0,1.0,0.0,4.21391382203765,225
7.0,1.0,1.0,2.0,0.9718720687582448,180
4.0,0.0,1.0,0.0,4.7877092046068634,50
8.0,1.0,1.0,156.0,2.2039789507549945,481
45.0,0.0,1.0,202.0,5.79670773113795,70
15.0,1.0,1.0,90.0,9.132342582314802,180
24.0,0.0,1.0,35.0,11.311112750236628,65
7.0,0.0,2.0,176.0,0.9489387273543711,99
28.0,0.0,1.0,0.0,4.305918933922134,75
10.0,1.0,1.0,1.0,10.373024973083387,260
3.0,1.0,1.0,13.0,8.30435913328956,114
70.0,1.0,1.0,94.0,14.908006309787368,60
63.0,1.0,1.0,0.0,11.990648891125105,100
162.0,0.0,2.0,337.0,10.609620703650505,36
8.0,1.0,1.0,0.0,3.5932760043404115,230
19.0,1.0,1.0,0.0,3.8496306392671538,250
9.0,1.0,1.0,0.0,4.652308670604041,175
20.0,0.0,3.0,342.0,4.808116938632386,59
71.0,0.0,1.0,299.0,0.22987981397303173,100
54.0,0.0,2.0,0.0,12.31740445675619,39
6.0,0.0,2.0,0.0,8.665058432988065,55
8.0,1.0,1.0,317.0,3.9484186147222133,136
18.0,0.0,1.0,282.0,12.610853867052331,90
4.0,1.0,1.0,19.0,4.737235371611296,200
7.0,1.0,1.0,0.0,1.0064461764041153,140
123.0,0.0,1.0,45.0,8.877120003207319,125
30.0,0.0,2.0,52.0,9.046498175690536,50
23.0,1.0,1.0,200.0,4.088395659668058,170
1.0,1.0,1.0,234.0,1.220535246279328,153
9.0,1.0,1.0,68.0,4.952424545621846,135
83.0,1.0,1.0,125.0,9.185835913715826,86
12.0,0.0,1.0,0.0,6.018564570978218,95
21.0,0.0,1.0,250.0,9.47148345764209,40
23.0,1.0,1.0,65.0,4.556570627712782,325
19.0,0.0,4.0,94.0,3.665015346206349,68
9.0,1.0,1.0,14.0,4.876236631452469,150
37.0,0.0,1.0,299.0,16.59493295760477,90
30.0,0.0,1.0,5.0,9.445709532613131,90
1.0,1.0,1.0,0.0,1.282728556069204,239
12.0,0.0,3.0,365.0,6.252605626143631,100
2.0,1.0,1.0,0.0,8.44745732983813,75
19.0,0.0,1.0,67.0,3.495694804646111,115
39.0,2.0,3.0,145.0,6.224224384363718,30
24.0,0.0,2.0,89.0,11.259135934812234,69
19.0,0.0,1.0,144.0,4.013715656721389,65
43.0,1.0,1.0,342.0,5.952475282833429,165
12.0,1.0,1.0,9.0,5.42928583073129,107
28.0,1.0,1.0,0.0,3.92017086066836,150
7.0,1.0,1.0,348.0,0.877309436314435,225
79.0,1.0,1.0,133.0,10.676020715303727,172
7.0,1.0,1.0,317.0,0.6573633420995768,199
14.0,1.0,2.0,0.0,1.8528221333151105,154
25.0,0.0,1.0,356.0,5.137749530285305,375
19.0,1.0,1.0,0.0,3.9920661751918076,117
63.0,1.0,1.0,0.0,12.515590388793072,123
60.0,0.0,1.0,0.0,5.124661812962589,50
12.0,1.0,1.0,6.0,4.78523970560027,285
43.0,0.0,1.0,0.0,6.083743042317298,100
15.0,2.0,3.0,167.0,10.875608480521143,25
8.0,1.0,1.0,6.0,2.0205687939047627,299
54.0,0.0,3.0,61.0,14.378893656758164,175
46.0,0.0,3.0,139.0,18.27626128095551,33
195.0,1.0,1.0,23.0,31.2262494202289,1250
49.0,1.0,2.0,212.0,7.6629811359209095,47
28.0,1.0,1.0,0.0,3.0812637348146676,100
2.0,0.0,1.0,0.0,7.563360355840781,39
135.0,0.0,1.0,6.0,14.398850808450302,43
7.0,1.0,1.0,0.0,1.162751272332007,275
32.0,1.0,1.0,0.0,7.456990733741871,300
19.0,1.0,1.0,0.0,3.112187848394149,150
